,Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match id
277,59*,44,33,7,1,178.78,3,not out,1,T20I v Australia,Melbourne,29 Jan 2016,T20I # 486
278,50,49,36,2,1,138.88,3,bowled,2,T20I v Australia,Sydney,31 Jan 2016,T20I # 489
279,7,13,12,1,0,58.33,3,caught,1,T20I v Bangladesh,Mirpur,24 Feb 2016,T20I # 509
280,49,71,51,7,0,96.07,3,lbw,2,T20I v Pakistan,Mirpur,27 Feb 2016,T20I # 512
281,56*,85,47,7,0,119.14,3,not out,2,T20I v Sri Lanka,Mirpur,1 Mar 2016,T20I # 515
282,DNB,-,-,-,-,-,-,-,2,T20I v U.A.E.,Mirpur,3 Mar 2016,T20I # 517
283,41*,62,28,5,0,146.42,3,not out,2,T20I v Bangladesh,Mirpur,6 Mar 2016,T20I # 521
284,23,-,27,2,0,85.18,3,caught,2,T20I v New Zealand,Nagpur,15 Mar 2016,T20I # 535
285,55*,66,37,7,1,148.64,3,not out,2,T20I v Pakistan,Eden Gardens,19 Mar 2016,T20I # 541
286,24,37,24,0,1,100.00,3,bowled,1,T20I v Bangladesh,Bengaluru,23 Mar 2016,T20I # 547
287,82*,78,51,9,2,160.78,3,not out,2,T20I v Australia,Mohali,27 Mar 2016,T20I # 553
288,89*,63,47,11,1,189.36,3,not out,1,T20I v West Indies,Wankhede,31 Mar 2016,T20I # 556
289,200,375,283,24,0,70.67,4,bowled,1,Test v West Indies,North Sound,21 Jul 2016,Test # 2207
290,44,144,90,4,1,48.88,4,caught,2,Test v West Indies,Kingston,30 Jul 2016,Test # 2211
291,3,17,8,0,0,37.50,3,caught,1,Test v West Indies,Gros Islet,9 Aug 2016,Test # 2215
292,4,21,17,0,0,23.52,3,lbw,3,Test v West Indies,Gros Islet,9 Aug 2016,Test # 2215
293,TDNB,-,-,-,-,-,-,-,-,Test v West Indies,Port of Spain,18 Aug 2016,Test # 2218
294,16,8,9,3,0,177.77,3,caught,2,T20I v West Indies,Lauderhill,27 Aug 2016,T20I # 562
295,DNB,-,-,-,-,-,-,-,2,T20I v West Indies,Lauderhill,28 Aug 2016,T20I # 563
296,9,12,10,2,0,90.00,4,caught,1,Test v New Zealand,Kanpur,22 Sep 2016,Test # 2221
297,18,45,40,3,0,45.00,4,caught,3,Test v New Zealand,Kanpur,22 Sep 2016,Test # 2221
298,9,42,28,1,0,32.14,4,caught,1,Test v New Zealand,Eden Gardens,30 Sep 2016,Test # 2222
299,45,82,65,7,0,69.23,4,lbw,3,Test v New Zealand,Eden Gardens,30 Sep 2016,Test # 2222
300,211,536,366,20,0,57.65,4,lbw,1,Test v New Zealand,Indore,8 Oct 2016,Test # 2223
301,17,36,28,1,0,60.71,4,lbw,3,Test v New Zealand,Indore,8 Oct 2016,Test # 2223
302,85*,109,81,9,1,104.93,3,not out,2,ODI v New Zealand,Dharamsala,16 Oct 2016,ODI # 3796
303,9,18,13,1,0,69.23,3,caught,2,ODI v New Zealand,Delhi,20 Oct 2016,ODI # 3797
304,154*,202,134,16,1,114.92,3,not out,2,ODI v New Zealand,Mohali,23 Oct 2016,ODI # 3798
305,45,64,51,2,1,88.23,3,caught,2,ODI v New Zealand,Ranchi,26 Oct 2016,ODI # 3799
306,65,152,76,2,1,85.52,3,caught,1,ODI v New Zealand,Visakhapatnam,29 Oct 2016,ODI # 3800
307,40,135,95,5,0,42.10,4,hit wicket,2,Test v England,Rajkot,9 Nov 2016,Test # 2232
308,49*,129,98,6,0,50.00,4,not out,4,Test v England,Rajkot,9 Nov 2016,Test # 2232
309,167,401,267,18,0,62.54,4,caught,1,Test v England,Visakhapatnam,17 Nov 2016,Test # 2235
310,81,172,109,8,0,74.31,4,caught,3,Test v England,Visakhapatnam,17 Nov 2016,Test # 2235
311,62,161,127,9,0,48.81,4,caught,2,Test v England,Mohali,26 Nov 2016,Test # 2238
312,6*,11,11,0,0,54.54,4,not out,4,Test v England,Mohali,26 Nov 2016,Test # 2238
313,235,515,340,25,1,69.11,4,caught,2,Test v England,Wankhede,8 Dec 2016,Test # 2239
314,15,44,29,1,0,51.72,4,caught,2,Test v England,Chennai,16 Dec 2016,Test # 2241
315,122,147,105,8,5,116.19,3,caught,2,ODI v England,Pune,15 Jan 2017,ODI # 3819
316,8,6,5,2,0,160.00,3,caught,1,ODI v England,Cuttack,19 Jan 2017,ODI # 3821
317,55,81,63,8,0,87.30,3,caught,2,ODI v England,Eden Gardens,22 Jan 2017,ODI # 3824
318,29,34,26,4,0,111.53,1,caught,1,T20I v England,Kanpur,26 Jan 2017,T20I # 592
319,21,17,15,2,1,140.00,1,caught,1,T20I v England,Nagpur,29 Jan 2017,T20I # 593
320,2,6,4,0,0,50.00,1,run out,1,T20I v England,Bengaluru,1 Feb 2017,T20I # 594
321,204,295,246,24,0,82.92,4,lbw,1,Test v Bangladesh,Hyderabad,9 Feb 2017,Test # 2249
322,38,51,40,2,1,95.00,4,caught,3,Test v Bangladesh,Hyderabad,9 Feb 2017,Test # 2249
323,0,2,2,0,0,0.00,4,caught,2,Test v Australia,Pune,23 Feb 2017,Test # 2250
324,13,33,37,1,0,35.13,4,bowled,4,Test v Australia,Pune,23 Feb 2017,Test # 2250
325,12,25,17,2,0,70.58,4,lbw,1,Test v Australia,Bengaluru,4 Mar 2017,Test # 2251
326,15,34,25,1,0,60.00,4,lbw,3,Test v Australia,Bengaluru,4 Mar 2017,Test # 2251
327,6,38,23,0,0,26.08,4,caught,2,Test v Australia,Ranchi,16 Mar 2017,Test # 2256
328,81*,108,68,6,3,119.11,3,not out,1,ODI v Pakistan,Birmingham,4 Jun 2017,ODI # 3878
329,0,5,5,0,0,0.00,3,caught,1,ODI v Sri Lanka,The Oval,8 Jun 2017,ODI # 3882
330,76*,136,101,7,1,75.24,3,not out,2,ODI v South Africa,The Oval,11 Jun 2017,ODI # 3886
331,96*,96,78,13,0,123.07,3,not out,2,ODI v Bangladesh,Birmingham,15 Jun 2017,ODI # 3891
332,5,11,9,0,0,55.55,3,caught,2,ODI v Pakistan,The Oval,18 Jun 2017,ODI # 3894
333,32*,-,47,1,0,68.08,3,not out,1,ODI v West Indies,Port of Spain,23 Jun 2017,ODI # 3895
334,87,-,66,4,4,131.81,3,caught,1,ODI v West Indies,Port of Spain,25 Jun 2017,ODI # 3896
335,11,-,22,2,0,50.00,3,caught,1,ODI v West Indies,North Sound,30 Jun 2017,ODI # 3898
336,3,-,12,0,0,25.00,3,caught,2,ODI v West Indies,North Sound,2 Jul 2017,ODI # 3900
337,111*,-,115,12,2,96.52,3,not out,2,ODI v West Indies,Kingston,6 Jul 2017,ODI # 3902
338,39,-,22,7,1,177.27,1,caught,1,T20I v West Indies,Kingston,9 Jul 2017,T20I # 617
339,3,15,8,0,0,37.50,4,caught,1,Test v Sri Lanka,Galle,26 Jul 2017,Test # 2265
340,103*,158,136,5,1,75.73,4,not out,3,Test v Sri Lanka,Galle,26 Jul 2017,Test # 2265
341,13,31,29,2,0,44.82,4,caught,1,Test v Sri Lanka,Colombo (SSC),3 Aug 2017,Test # 2267
342,42,119,84,3,0,50.00,4,caught,1,Test v Sri Lanka,Pallekele,12 Aug 2017,Test # 2269
343,82*,-,70,10,1,117.14,3,not out,2,ODI v Sri Lanka,Dambulla,20 Aug 2017,ODI # 3905
344,4,-,2,1,0,200.00,5,bowled,2,ODI v Sri Lanka,Pallekele,24 Aug 2017,ODI # 3906
345,3,-,11,0,0,27.27,3,caught,2,ODI v Sri Lanka,Pallekele,27 Aug 2017,ODI # 3907
346,131,-,96,17,2,136.45,3,caught,1,ODI v Sri Lanka,Colombo (RPS),31 Aug 2017,ODI # 3908
347,110*,-,116,9,0,94.82,3,not out,2,ODI v Sri Lanka,Colombo (RPS),3 Sep 2017,ODI # 3909
348,82,-,54,7,1,151.85,3,caught,2,T20I v Sri Lanka,Colombo (RPS),6 Sep 2017,T20I # 618
349,0,7,4,0,0,0.00,3,caught,1,ODI v Australia,Chennai,17 Sep 2017,ODI # 3910
350,92,148,107,8,0,85.98,3,bowled,1,ODI v Australia,Eden Gardens,21 Sep 2017,ODI # 3912
351,28,58,35,2,0,80.00,3,caught,2,ODI v Australia,Indore,24 Sep 2017,ODI # 3914
352,21,23,21,3,0,100.00,3,bowled,2,ODI v Australia,Bengaluru,28 Sep 2017,ODI # 3917
353,39,73,55,2,0,70.90,3,caught,2,ODI v Australia,Nagpur,1 Oct 2017,ODI # 3919
354,22*,19,14,3,0,157.14,3,not out,2,T20I v Australia,Ranchi,7 Oct 2017,T20I # 623
355,0,2,2,0,0,0.00,3,caught,1,T20I v Australia,Guwahati,10 Oct 2017,T20I # 624
356,121,203,125,9,2,96.80,3,caught,1,ODI v New Zealand,Wankhede,22 Oct 2017,ODI # 3928
357,29,40,29,3,1,100.00,3,caught,2,ODI v New Zealand,Pune,25 Oct 2017,ODI # 3931
358,113,166,106,9,1,106.60,3,caught,1,ODI v New Zealand,Kanpur,29 Oct 2017,ODI # 3932
359,26*,19,11,0,3,236.36,4,not out,1,T20I v New Zealand,Delhi,1 Nov 2017,T20I # 630
360,65,59,42,8,1,154.76,4,caught,2,T20I v New Zealand,Rajkot,4 Nov 2017,T20I # 631
361,13,6,6,1,1,216.66,3,caught,1,T20I v New Zealand,Thiruvananthapuram,7 Nov 2017,T20I # 632
362,0,18,11,0,0,0.00,4,lbw,1,Test v Sri Lanka,Eden Gardens,16 Nov 2017,Test # 2281
363,104*,208,119,12,2,87.39,4,not out,3,Test v Sri Lanka,Eden Gardens,16 Nov 2017,Test # 2281
364,213,386,267,17,2,79.77,4,caught,2,Test v Sri Lanka,Nagpur,24 Nov 2017,Test # 2283
365,243,447,287,25,0,84.66,4,lbw,1,Test v Sri Lanka,Delhi,2 Dec 2017,Test # 2286
366,50,89,58,3,0,86.20,5,caught,3,Test v Sri Lanka,Delhi,2 Dec 2017,Test # 2286
367,5,14,13,0,0,38.46,4,caught,2,Test v South Africa,Cape Town,5 Jan 2018,Test # 2292
368,28,62,40,4,0,70.00,4,lbw,4,Test v South Africa,Cape Town,5 Jan 2018,Test # 2292
369,153,379,217,15,0,70.50,4,caught,2,Test v South Africa,Centurion,13 Jan 2018,Test # 2293
370,5,22,20,1,0,25.00,4,lbw,4,Test v South Africa,Centurion,13 Jan 2018,Test # 2293
371,54,146,106,9,0,50.94,4,caught,1,Test v South Africa,Johannesburg,24 Jan 2018,Test # 2294
372,41,131,79,6,0,51.89,5,bowled,3,Test v South Africa,Johannesburg,24 Jan 2018,Test # 2294
373,112,164,119,10,0,94.11,3,caught,2,ODI v South Africa,Durban,1 Feb 2018,ODI # 3969
374,46*,64,50,4,1,92.00,3,not out,2,ODI v South Africa,Centurion,4 Feb 2018,ODI # 3970
375,160*,220,159,12,2,100.62,3,not out,1,ODI v South Africa,Cape Town,7 Feb 2018,ODI # 3971
376,75,119,83,7,1,90.36,3,caught,1,ODI v South Africa,Johannesburg,10 Feb 2018,ODI # 3973
377,36,76,54,2,0,66.66,3,run out,1,ODI v South Africa,Gqeberha,13 Feb 2018,ODI # 3976
378,129*,123,96,19,2,134.37,3,not out,2,ODI v South Africa,Centurion,16 Feb 2018,ODI # 3978
379,26,26,20,2,1,130.00,4,lbw,1,T20I v South Africa,Johannesburg,18 Feb 2018,T20I # 652
380,1,6,5,0,0,20.00,4,caught,1,T20I v South Africa,Centurion,21 Feb 2018,T20I # 654
381,0,1,2,0,0,0.00,6,caught,1,T20I v Ireland,Dublin (Malahide),27 Jun 2018,T20I # 678
382,9,-,8,1,0,112.50,2,caught,1,T20I v Ireland,Dublin (Malahide),29 Jun 2018,T20I # 680
383,20*,-,22,0,1,90.90,4,not out,2,T20I v England,Manchester,3 Jul 2018,T20I # 684
384,47,-,38,1,2,123.68,4,caught,1,T20I v England,Cardiff,6 Jul 2018,T20I # 688
385,43,-,29,2,2,148.27,4,caught,2,T20I v England,Bristol,8 Jul 2018,T20I # 690
386,75,-,82,7,0,91.46,3,stumped,2,ODI v England,Nottingham,12 Jul 2018,ODI # 4014
387,45,-,56,2,0,80.35,3,lbw,2,ODI v England,Lord's,14 Jul 2018,ODI # 4016
388,71,98,72,8,0,98.61,3,bowled,1,ODI v England,Leeds,17 Jul 2018,ODI # 4018
389,149,277,225,22,1,66.22,4,caught,2,Test v England,Birmingham,1 Aug 2018,Test # 2314
390,51,185,93,4,0,54.83,4,lbw,4,Test v England,Birmingham,1 Aug 2018,Test # 2314
391,23,73,57,2,0,40.35,4,caught,1,Test v England,Lord's,9 Aug 2018,Test # 2315
392,17,57,29,2,0,58.62,5,caught,3,Test v England,Lord's,9 Aug 2018,Test # 2315
393,97,243,152,11,0,63.81,4,caught,1,Test v England,Nottingham,18 Aug 2018,Test # 2316
394,103,292,197,10,0,52.28,4,lbw,3,Test v England,Nottingham,18 Aug 2018,Test # 2316
395,46,100,71,6,0,64.78,4,caught,2,Test v England,Southampton,30 Aug 2018,Test # 2317
396,58,170,130,4,0,44.61,4,caught,4,Test v England,Southampton,30 Aug 2018,Test # 2317
397,49,112,70,6,0,70.00,4,caught,2,Test v England,The Oval,7 Sep 2018,Test # 2318
398,0,3,1,0,0,0.00,4,caught,4,Test v England,The Oval,7 Sep 2018,Test # 2318
399,139,341,230,10,0,60.43,4,caught,1,Test v West Indies,Rajkot,4 Oct 2018,Test # 2319
400,45,86,78,5,0,57.69,4,lbw,2,Test v West Indies,Hyderabad,12 Oct 2018,Test # 2321
401,DNB,-,-,-,-,-,-,-,4,Test v West Indies,Hyderabad,12 Oct 2018,Test # 2321
402,140,-,107,21,2,130.84,3,stumped,2,ODI v West Indies,Guwahati,21 Oct 2018,ODI # 4056
403,157*,217,129,13,4,121.70,3,not out,1,ODI v West Indies,Visakhapatnam,24 Oct 2018,ODI # 4059
404,107,-,119,10,1,89.91,3,bowled,2,ODI v West Indies,Pune,27 Oct 2018,ODI # 4062
405,16,-,17,2,0,94.11,3,caught,1,ODI v West Indies,Brabourne,29 Oct 2018,ODI # 4063
406,33*,57,29,6,0,113.79,3,not out,2,ODI v West Indies,Thiruvananthapuram,1 Nov 2018,ODI # 4064
407,4,-,8,0,0,50.00,4,caught,2,T20I v Australia,Brisbane,21 Nov 2018,T20I # 712
408,TDNB,-,-,-,-,-,-,-,-,T20I v Australia,Melbourne,23 Nov 2018,T20I # 713
409,61*,-,41,4,2,148.78,3,not out,2,T20I v Australia,Sydney,25 Nov 2018,T20I # 714
410,3,17,16,0,0,18.75,4,caught,1,Test v Australia,Adelaide,6 Dec 2018,Test # 2333
411,34,132,104,3,0,32.69,4,caught,3,Test v Australia,Adelaide,6 Dec 2018,Test # 2333
412,123,373,257,13,1,47.85,4,caught,2,Test v Australia,Perth,14 Dec 2018,Test # 2334
413,17,64,40,2,0,42.50,4,caught,4,Test v Australia,Perth,14 Dec 2018,Test # 2334
