Match ID,Start Date,Format,Inns,Pos,Runs,BF,4s,6s,SR,Mins,Dismissal,Opposition,Location
#2742,2008-08-18,ODI,1,2,12,22,1,0,54.54,33,lbw,Sri Lanka,Dambulla
#2745,2008-08-20,ODI,2,2,37,67,6,0,55.22,82,caught,Sri Lanka,Dambulla
#2750,2008-08-24,ODI,1,1,25,38,4,0,65.78,40,run out,Sri Lanka,Colombo
#2755,2008-08-27,ODI,1,1,54,66,7,0,81.81,87,bowled,Sri Lanka,Colombo
#2756,2008-08-29,ODI,2,1,31,46,3,1,67.39,45,lbw,Sri Lanka,Colombo
#2889,2009-09-14,ODI,1,7,2*,2,0,0,100.00,6,not out,Sri Lanka,Colombo
#2898,2009-09-26,ODI,2,4,16,24,1,0,66.66,28,caught,Pakistan,Centurion
#2901,2009-09-28,ODI,,,,,,,,,,Australia,Centurion
#2904,2009-09-30,ODI,2,4,79*,104,9,2,75.96,121,not out,West Indies,Johannesburg
#2913,2009-10-25,ODI,2,4,30,41,3,0,73.17,53,caught,Australia,Vadodara
#2919,2009-11-02,ODI,2,3,10,16,1,0,62.50,32,caught,Australia,Mohali
#2932,2009-12-15,ODI,1,7,27,19,4,0,142.10,20,bowled,Sri Lanka,Rajkot
#2933,2009-12-18,ODI,1,4,54,65,7,0,83.07,93,lbw,Sri Lanka,Nagpur
#2935,2009-12-24,ODI,2,4,107,114,11,1,93.85,,caught,Sri Lanka,Kolkata
#2936,2009-12-27,ODI,,,,,,,,,,Sri Lanka,Delhi
#2938,2010-01-05,ODI,1,3,9,12,1,0,75.00,19,caught,Sri Lanka,Mirpur
#2939,2010-01-07,ODI,2,3,91,102,7,0,89.21,136,caught,Bangladesh,Mirpur
#2941,2010-01-10,ODI,2,3,71*,68,9,0,104.41,98,not out,Sri Lanka,Mirpur
#2942,2010-01-11,ODI,2,3,102*,95,11,0,107.36,128,not out,Bangladesh,Mirpur
#2943,2010-01-13,ODI,1,3,2,8,0,0,25.00,6,caught,Sri Lanka,Mirpur
#2961,2010-02-21,ODI,1,5,31,46,1,0,67.39,,caught,South Africa,Jaipur
#2962,2010-02-24,ODI,1,,,,,,,,,South Africa,Gwalior
#2963,2010-02-27,ODI,2,3,57,71,4,1,80.28,,caught,South Africa,Ahmedabad
#2981,2010-05-28,ODI,1,3,0,0,0,0,,3,run out,Zimbabwe,Bulawayo
#2983,2010-05-30,ODI,2,3,82,92,4,0,89.13,125,caught,Sri Lanka,Bulawayo
#2986,2010-06-03,ODI,1,3,18,29,1,0,62.06,28,caught,Zimbabwe,Harare
#2988,2010-06-05,ODI,1,3,68,95,5,0,71.57,123,caught,Sri Lanka,Harare
#182,2010-06-12,T20I,2,5,26*,21,3,1,123.80,30,not out,Zimbabwe,Harare
#183,2010-06-13,T20I,2,,,,,,,,,Zimbabwe,Harare
#2993,2010-06-16,ODI,2,3,11,22,0,0,50.00,35,stumped,Bangladesh,Dambulla
#2996,2010-06-19,ODI,2,3,18,27,1,0,66.66,31,bowled,Pakistan,Dambulla
#2999,2010-06-22,ODI,1,3,10,14,1,0,71.42,13,caught,Sri Lanka,Dambulla
#3001,2010-06-24,ODI,1,3,28,34,4,0,82.35,57,caught,Sri Lanka,Dambulla
#3032,2010-08-16,ODI,2,3,0,3,0,0,0.00,5,caught,Sri Lanka,Dambulla
#3039,2010-08-25,ODI,1,3,8,16,1,0,50.00,22,caught,New Zealand,Dambulla
#3040,2010-08-28,ODI,2,3,37,57,5,0,64.91,98,caught,Sri Lanka,Dambulla
#3060,2010-10-20,ODI,2,3,118,121,11,1,97.52,193,caught,Australia,Visakhapatnam
#3070,2010-11-28,ODI,1,3,105,104,10,0,100.96,162,caught,New Zealand,Guwahati
#3072,2010-12-01,ODI,2,3,64,73,8,0,87.67,78,caught,New Zealand,Jaipur
#3074,2010-12-04,ODI,2,3,63*,70,6,2,90.00,83,not out,New Zealand,Vadodara
#3076,2010-12-07,ODI,2,3,0,2,0,0,0.00,3,caught,New Zealand,Bengaluru
#3077,2010-12-10,ODI,2,3,2,8,0,0,25.00,10,caught,New Zealand,Chennai
#196,2011-01-09,T20I,1,1,28,19,5,0,147.36,28,bowled,South Africa,Durban
#3079,2011-01-12,ODI,2,3,54,70,2,1,77.14,122,caught,South Africa,Durban
#3080,2011-01-15,ODI,1,3,22,34,1,0,64.70,43,run out,South Africa,Johannesburg
#3082,2011-01-18,ODI,2,3,28,41,5,0,68.29,51,caught,South Africa,Cape Town
#3084,2011-01-21,ODI,2,3,87*,92,7,2,94.56,126,not out,South Africa,Gqeberha
#3087,2011-01-23,ODI,2,3,2,6,0,0,33.33,11,caught,South Africa,Centurion
#3100,2011-02-19,ODI,1,4,100*,83,8,2,120.48,113,not out,Bangladesh,Mirpur
#3110,2011-02-27,ODI,1,7,8,5,1,0,160.00,12,bowled,England,Bengaluru
#3121,2011-03-06,ODI,2,4,34,53,3,0,64.15,82,run out,Ireland,Bengaluru
#3124,2011-03-09,ODI,2,5,12,20,2,0,60.00,16,bowled,Netherlands,Delhi
#3128,2011-03-12,ODI,1,7,1,3,0,0,33.33,2,caught,South Africa,Nagpur
#3141,2011-03-20,ODI,1,3,59,76,5,0,77.63,128,bowled,West Indies,Chennai
#3143,2011-03-24,ODI,2,4,24,33,1,0,72.72,38,caught,Australia,Ahmedabad
#3147,2011-03-30,ODI,1,4,9,21,0,0,42.85,20,caught,Pakistan,Mohali
#3148,2011-04-02,ODI,2,4,35,49,4,0,71.42,69,caught,Sri Lanka,Mumbai
#200,2011-06-04,T20I,1,3,14,12,2,0,116.66,15,caught,West Indies,Port of Spain
#3159,2011-06-06,ODI,2,3,2,8,0,0,25.00,5,caught,West Indies,Port of Spain
#3160,2011-06-08,ODI,2,3,81,103,6,1,78.64,118,caught,West Indies,Port of Spain
#3161,2011-06-11,ODI,2,3,0,1,0,0,0.00,1,lbw,West Indies,North Sound
#3162,2011-06-13,ODI,2,3,22,33,1,0,66.66,68,stumped,West Indies,North Sound
#3163,2011-06-16,ODI,1,3,94,104,10,0,90.38,135,run out,West Indies,Kingston Jamaica
#1997,2011-06-20,Test,1,5,4,10,1,0,40.00,13,caught,West Indies,Kingston Jamaica
#1997,2011-06-20,Test,3,5,15,54,2,0,27.77,72,caught,West Indies,Kingston Jamaica
#1998,2011-06-28,Test,1,5,0,2,0,0,0.00,1,caught,West Indies,Bridgetown
#1998,2011-06-28,Test,3,5,27,107,1,1,25.23,118,caught,West Indies,Bridgetown
#1999,2011-07-06,Test,2,5,30,53,2,0,56.60,62,caught,West Indies,Roseau
#1999,2011-07-06,Test,4,,,,,,,,,West Indies,Roseau
#204,2011-08-31,T20I,1,4,4,5,0,0,80.00,5,caught,England,Manchester
#3186,2011-09-03,ODI,1,4,55,73,4,0,75.34,92,bowled,England,Chester-le-Street
#3187,2011-09-06,ODI,1,4,9,9,0,0,100.00,9,caught,England,Southampton
#3189,2011-09-09,ODI,1,4,7,18,0,0,38.88,18,caught,England,London
#3191,2011-09-11,ODI,1,4,16,36,1,0,44.44,40,caught,England,London
#3195,2011-09-16,ODI,1,4,107,93,9,1,115.05,102,hit wicket,England,Cardiff
#3199,2011-10-14,ODI,1,4,37,63,0,0,58.73,70,caught,England,Hyderabad
#3201,2011-10-17,ODI,2,4,112*,98,16,0,114.28,134,not out,England,Delhi
#3205,2011-10-20,ODI,2,4,35,30,5,0,116.66,42,lbw,England,Mohali
#3207,2011-10-23,ODI,2,4,86*,99,11,0,86.86,,not out,England,Mumbai
#3210,2011-10-25,ODI,1,3,0,5,0,0,0.00,5,bowled,England,Kolkata
#214,2011-10-29,T20I,1,3,15,16,3,0,93.75,21,caught,England,Kolkata
#2019,2011-11-22,Test,2,6,52,111,5,0,46.84,154,caught,West Indies,Mumbai
#2019,2011-11-22,Test,4,6,63,114,3,1,55.26,136,caught,West Indies,Mumbai
#3217,2011-11-29,ODI,2,4,3,6,0,0,50.00,13,bowled,West Indies,Cuttack
#3219,2011-12-02,ODI,2,4,117,123,14,0,95.12,154,caught,West Indies,Visakhapatnam
#3221,2011-12-05,ODI,2,4,20,30,3,0,66.66,21,lbw,West Indies,Ahmedabad
#3223,2011-12-08,ODI,1,6,23*,11,3,0,209.09,15,not out,West Indies,Indore
#3224,2011-12-11,ODI,1,5,80,85,5,0,94.11,99,caught,West Indies,Chennai
#2025,2011-12-26,Test,2,7,11,21,1,0,52.38,28,caught,Australia,Melbourne
#2025,2011-12-26,Test,4,6,0,1,0,0,0.00,3,lbw,Australia,Melbourne
#2027,2012-01-03,Test,1,6,23,41,3,0,56.09,50,caught,Australia,Sydney
#2027,2012-01-03,Test,3,6,9,24,2,0,37.50,35,lbw,Australia,Sydney
#2029,2012-01-13,Test,1,6,44,81,6,0,54.32,107,caught,Australia,Perth
#2029,2012-01-13,Test,3,6,75,136,9,0,55.14,191,caught,Australia,Perth
#2031,2012-01-24,Test,2,6,116,213,11,1,54.46,237,lbw,Australia,Adelaide
#2031,2012-01-24,Test,4,6,22,62,2,0,35.48,96,run out,Australia,Adelaide
#217,2012-02-01,T20I,2,3,22,21,0,1,104.76,30,caught,Australia,Sydney
#218,2012-02-03,T20I,2,3,31,24,3,0,129.16,29,caught,Australia,Melbourne
#3231,2012-02-05,ODI,2,3,31,34,3,0,91.17,30,caught,Australia,Melbourne
#3233,2012-02-08,ODI,2,3,77,94,8,1,81.91,156,run out,Sri Lanka,Perth
#3237,2012-02-12,ODI,2,3,18,28,1,0,64.28,41,caught,Australia,Adelaide
#3239,2012-02-14,ODI,2,3,15,25,1,0,60.00,32,lbw,Sri Lanka,Adelaide
#3244,2012-02-19,ODI,2,3,12,25,0,0,48.00,44,caught,Australia,Brisbane
#3246,2012-02-21,ODI,2,4,66,83,2,0,79.51,116,caught,Sri Lanka,Brisbane
#3250,2012-02-26,ODI,2,4,21,27,2,0,77.77,36,caught,Australia,Sydney
#3251,2012-02-28,ODI,2,4,133*,86,16,2,154.65,133,not out,Sri Lanka,Hobart
#3259,2012-03-13,ODI,1,3,108,120,7,0,90.00,148,caught,Sri Lanka,Mirpur
#3261,2012-03-16,ODI,1,3,66,82,5,0,80.48,126,bowled,Bangladesh,Mirpur
#3263,2012-03-18,ODI,2,3,183,148,22,1,123.64,211,caught,Pakistan,Mirpur
#242,2012-03-30,T20I,2,,,,,,,,,South Africa,Johannesburg
#3291,2012-07-21,ODI,1,3,106,113,9,0,93.80,158,caught,Sri Lanka,Hambantota
#3292,2012-07-24,ODI,1,3,1,5,0,0,20.00,6,caught,Sri Lanka,Hambantota
#3293,2012-07-28,ODI,2,3,38,65,2,0,58.46,80,caught,Sri Lanka,Colombo
#3294,2012-07-31,ODI,2,3,128*,119,12,1,107.56,187,not out,Sri Lanka,Colombo
#3295,2012-08-04,ODI,1,3,23,35,2,0,65.71,42,lbw,Sri Lanka,Pallekele
